Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,320," 243,754,825 ",1%,224.86%,1.24,12%,0%,1,4.50%,11%,134.80,1,297,216789090,0.75%,460%,2.22,9.82%,0%,5,7%,12.50%,151.77,1,297,184628526,1%,173%,2.48,9.90%,0%,5,9.00%,8.80%,121.95,1,272,169262736,0.48%,352.27%,2.74,9.61%,0.00%,5,6.00%,7.00%,111.93,0,281,14527201400.00%,0.57%,290.64%,0,7.15%,0.00%,0,5%,7%,109.51,0,307,132021636,0.52%,264.50%,0,9%,0%,0,5.00%,8.50%,102.55,0,292,115024896,1%,160%,0,5.54%,0.00%,0,6.00%,9.00%,101.88,0,161,107306682,0.56%,251.68%,0,9%,0%,0,0.05,0.1,103.37,0,0,93766739,1%,236%,0,8%,0%,0,7.00%,10.00%,101.78,0,0,82967841,1%,456%,0,7%,0%,0,7%,13%,103.78,0,240,70798627,1%,1169%,0,13%,0%,0,7%,10%,101.78
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,266," 542,861,407 ",0%,361.38%,2.23,11%,0%,1,4.50%,11%,134.80,1,274,477968123,0.24%,410%,2.51,8.96%,0%,5,7%,12.50%,151.77,1,276,422415137,0%,326%,2.51,5.97%,0%,5,9.00%,8.80%,121.95,1,307,384353624,0.22%,86.04%,2.64,8.59%,0.00%,5,6.00%,7.00%,111.93,0,269,39445942200.00%,0.22%,456.99%,0,7.21%,0.00%,0,5%,7%,109.51,0,250,348664885,0.33%,517.53%,0,9%,0%,0,5.00%,8.50%,102.55,0,282,301764884,0%,70%,0,8.49%,0.00%,0,6.00%,9.00%,101.88,0,225,322818447,0.45%,372.05%,0,9%,0%,0,0.05,0.1,103.37,0,217,284556492,0%,79%,0,10%,0%,0,7.00%,10.00%,101.78,0,145,298361493,1%,343%,0,8%,0%,0,7%,13%,103.78,0,148,265562933,1%,400%,0,11%,0%,0,7%,10%,101.78
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,108," 60,748,877 ",0%,183.90%,3.32,10%,4%,1,4.50%,11%,134.80,1,114,55079569,0.00%,32%,3.36,0.00%,2%,5,7%,12.50%,151.77,1,111,64663661,0%,104%,3.36,1.86%,6%,5,9.00%,8.80%,121.95,1,116,64450015,0.20%,74.14%,3.52,3.47%,1.45%,5,6.00%,7.00%,111.93,0,0,6598898700.00%,0.20%,21.35%,0,2.01%,0.00%,0,5%,7%,109.51,0,0,85815185,0.20%,418.30%,0,6%,6%,0,5.00%,8.50%,102.55,0,0,75450103,0%,132%,0,1.77%,3.36%,0,6.00%,9.00%,101.88,0,126,72334847,0.24%,202.18%,0,6%,5%,0,0.05,0.1,103.37,0,0,60415578,0%,2734%,0,3%,0%,0,7.00%,10.00%,101.78,0,85,43766270,0%,1102%,0,2%,0%,0,7%,13%,103.78,,,,,,,,,,,,
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,32," 102,439,142 ",1%,843.82%,3.61,10%,0%,1,4.50%,11%,134.80,1,30,76112186,0.20%,623%,2.4,8.27%,0%,5,7%,12.50%,151.77,1,27,58936846,0%,104%,2.48,5.96%,0%,5,9.00%,8.80%,121.95,1,13,58490764,0.20%,364.67%,2.72,8.04%,0.00%,5,6.00%,7.00%,111.93,0,13,4992322700.00%,0.18%,850.99%,0,6.92%,0.00%,0,5%,7%,109.51,0,12,40967644,0.20%,1337.56%,0,9%,0%,0,5.00%,8.50%,102.55,0,14,31817277,0%,2225%,0,7.35%,0.00%,0,6.00%,9.00%,101.88,0,13,23257946,0.20%,61.10%,0,11%,0%,0,0.05,0.1,103.37,0,12,28080527,0%,10551%,0,7%,1%,0,7.00%,10.00%,101.78,,,,,,,,,,,,,0,18,27544279,0%,795%,0,10%,0%,0,7%,10%,101.78
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,1,3441," 3,599,435,403 ",1%,539.67%,3.1,19%,0%,1,4.50%,11%,134.80,5,3186,2680470621,0.63%,183%,3.15,3.09%,0%,1,7%,12.50%,151.77,5,3072,2464206270,1%,309%,3.35,5.29%,0%,1,9.00%,8.80%,121.95,1,0,2150230233,0.59%,259.49%,2.68,10.13%,0.00%,1,6.00%,7.00%,111.93,0,2801,185513860900.00%,0.66%,127.47%,0,6.51%,0.00%,0,5%,7%,109.51,0,2718,1777895123,0.68%,340.93%,0,14%,0%,0,5.00%,8.50%,102.55,0,2777,1441100627,1%,103%,0,3.63%,0.00%,0,6.00%,9.00%,101.88,0,0,1433475861,0.76%,235.89%,0,8%,0%,0,0.05,0.1,103.37,0,2764,1210611482,0%,136%,0,6%,0%,0,7.00%,10.00%,101.78,0,2810,1108138675,0%,601%,0,4%,0%,0,7%,13%,103.78,0,1540,828748722,0%,897%,0,9%,0%,0,7%,10%,101.78
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,123," 12,979,548 ",1%,2632.05%,2.2,10%,0%,1,4.50%,11%,134.80,1,119,10393644,0.71%,942%,2.34,8.66%,0%,5,7%,12.50%,151.77,1,21,8537495,1%,695%,2.34,5.89%,0%,5,9.00%,8.80%,121.95,1,97,7459089,0.79%,483.20%,3.46,8.27%,0.00%,5,6.00%,7.00%,111.93,0,86,649272800.00%,3.65%,262.08%,0,5.66%,0.00%,0,5%,7%,109.51,0,92,6031823,1.26%,532.68%,0,8%,0%,0,5.00%,8.50%,102.55,0,89,5303778,2%,136%,0,2.11%,0.00%,0,6.00%,9.00%,101.88,0,88,5190011,1.61%,239.44%,0,6%,0%,0,0.05,0.1,103.37,0,95,4879538,2%,14%,0,4%,0%,0,7.00%,10.00%,101.78,0,86,7409443,1%,420%,0,2%,0%,0,7%,13%,103.78,0,94,6872046,2%,402%,0,7%,0%,0,7%,10%,101.78
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,56," 20,997,372 ",0%,1230.34%,4.2,4%,2%,1,4.50%,11%,134.80,1,56,20179217,0.49%,1540%,4.26,7.50%,15%,5,7%,12.50%,151.77,1,56,18764466,1%,421%,4.26,7.26%,23%,5,9.00%,8.80%,121.95,1,85,17725872,0.54%,29.29%,4.32,7.33%,21.69%,5,6.00%,7.00%,111.93,0,71,2086111900.00%,0.59%,26.27%,0,14.01%,13.67%,0,5%,7%,109.51,0,80,31296564,0.39%,613.60%,0,8%,6%,0,5.00%,8.50%,102.55,0,77,28431018,0%,61%,0,7.79%,3.23%,0,6.00%,9.00%,101.88,0,59,30500427,0.40%,109.07%,0,8%,2%,0,0.05,0.1,103.37,0,61,30184368,0%,157%,0,9%,0%,0,7.00%,10.00%,101.78,0,44,28659526,0%,286%,0,5%,3%,0,7%,13%,103.78,0,71,26489651,0%,520%,0,10%,1%,0,7%,10%,101.78
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,22," 74,898,752 ",0%,97.77%,3.2,12%,0%,1,4.50%,11%,134.80,1,27,75178479,0.25%,183%,2.64,9.41%,0%,5,7%,12.50%,151.77,1,34,70451009,0%,76%,2.56,5.86%,0%,5,9.00%,8.80%,121.95,1,46,73047026,0.25%,198.59%,2.74,8.50%,0.00%,5,6.00%,7.00%,111.93,0,48,6781964500.00%,0.20%,1141.57%,0,7.18%,0.00%,0,5%,7%,109.51,0,29,59419109,0.20%,107.71%,0,10%,0%,0,5.00%,8.50%,102.55,0,27,58551263,0%,146%,0,8.16%,0.00%,0,6.00%,9.00%,101.88,0,36,55556773,0.20%,222.48%,0,9%,0%,0,0.05,0.1,103.37,0,25,50259530,0%,178%,0,8%,0%,0,7.00%,10.00%,101.78,0,31,46291642,0%,359%,0,7%,0%,0,7%,13%,103.78,0,22,40004925,0%,1373%,0,10%,0%,0,7%,10%,101.78
1265,Active,Defined Contribution,Provident Fund,Segregated funds,1,1667," 1,545,497,265 ",1%,423.09%,3.15,18%,0%,1,4.50%,11%,134.80,5,1618,1215404350,1.21%,178%,3.83,4.08%,0%,1,7%,12.50%,151.77,5,1580,1133400659,1%,188%,3.82,1.41%,0%,1,9.00%,8.80%,121.95,5,1549,1066851963,1.32%,221.61%,4.28,12.16%,0.00%,1,6.00%,7.00%,111.93,0,1549,93163235400.00%,1.41%,186.43%,0,9.23%,0.00%,0,5%,7%,109.51,0,418,840727299,1.47%,175.92%,0,17%,0%,0,5.00%,8.50%,102.55,0,434,735560745,2%,138%,0,4.72%,0.00%,0,6.00%,9.00%,101.88,0,1619,698492182,1.46%,264.91%,0,17%,0%,0,0.05,0.1,103.37,0,1551,570722271,2%,72%,0,10%,0%,0,7.00%,10.00%,101.78,0,1453,622501055,2%,104%,0,4%,0%,0,7%,13%,103.78,0,1673,618488701,2%,176%,0,15%,0%,0,7%,10%,101.78
1266,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,198," 134,574,194 ",1%,91.30%,2.94,10%,0%,1,4.50%,11%,134.80,5,209,135950035,0.53%,67%,4.16,10.83%,0%,5,7%,12.50%,151.77,5,236,143820251,1%,81%,4.03,10.28%,0%,5,9.00%,8.80%,121.95,5,250,147727231,0.49%,102.72%,4.32,10.13%,0.00%,5,6.00%,7.00%,111.93,0,266,14727490600.00%,0.54%,21.80%,0,13.82%,0.18%,0,5%,7%,109.51,0,338,233452456,0.49%,37.71%,0,12%,0%,0,5.00%,8.50%,102.55,0,367,303631763,0%,129%,0,10.70%,0.00%,0,6.00%,9.00%,101.88,0,357,292628839,0.45%,134.28%,0,11%,0%,0,0.05,0.1,103.37,0,360,279572391,1%,199%,0,11%,0%,0,7.00%,10.00%,101.78,0,368,252789456,0%,395%,0,14%,0%,0,7%,13%,103.78,0,0,205628605,0%,932%,0,12%,0%,0,7%,10%,101.78
1267,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,63," 254,345,198 ",1%,964.64%,2.44,10%,0%,1,4.50%,11%,134.80,1,62,216878127,0.81%,585%,2.96,9.54%,0%,5,7%,12.50%,151.77,1,62,186926603,1%,543%,2.36,7.97%,0%,5,9.00%,8.80%,121.95,1,64,162919644,0.82%,1304.68%,2.64,7.92%,0.00%,5,6.00%,7.00%,111.93,0,64,13825657300.00%,0.82%,1473.78%,0,6.31%,0.00%,0,5%,7%,109.51,0,61,117815318,1.04%,1573.85%,0,10%,0%,0,5.00%,8.50%,102.55,0,58,95028670,1%,463%,0,5.46%,0.00%,0,6.00%,9.00%,101.88,0,56,82852258,1.03%,1767.23%,0,13%,0%,0,0.05,0.1,103.37,0,54,62761404,2%,1338%,0,9%,0%,0,7.00%,10.00%,101.78,0,66,49418735,2%,993%,0,3%,0%,0,7%,13%,103.78,0,46,41050278,2%,1327%,0,9%,0%,0,7%,10%,101.78
127,Active,Defined Benefit,Pension Scheme,Guaranteed funds,1,80," 687,339,000 ",0%,126.67%,3.35,12%,0%,1,4.50%,11%,134.80,1,89,669839000,0.34%,70%,3.48,6.90%,0%,5,7%,12.50%,151.77,1,91,689463000,0%,73%,3.42,8.26%,0%,5,9.00%,8.80%,121.95,1,97,710590000,0.33%,61.59%,3.55,10.11%,0.00%,5,6.00%,7.00%,111.93,0,95,77057700000.00%,0.26%,77.26%,0,6.03%,0.00%,0,5%,7%,109.51,0,96,784602000,0.43%,222.26%,0,10%,0%,0,5.00%,8.50%,102.55,0,91,738575000,0%,242%,0,5.88%,0.00%,0,6.00%,9.00%,101.88,0,96,703987000,0.35%,370.14%,0,9%,0%,0,0.05,0.1,103.37,0,96,627483000,1%,494%,0,8%,0%,0,7.00%,10.00%,101.78,0,96,531581000,1%,413%,0,7%,0%,0,7%,13%,103.78,0,101,447326000,1%,397%,0,14%,0%,0,7%,10%,101.78
1270,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,40," 503,097,757 ",0%,280.88%,2.99,10%,0%,1,4.50%,11%,134.80,1,222,456107890,0.56%,228%,2.43,10.26%,0%,5,7%,12.50%,151.77,1,77,413752329,0%,93%,2.38,9.68%,0%,5,9.00%,8.80%,121.95,1,93,417479948,0.21%,46.46%,2.8,10.13%,0.00%,5,6.00%,7.00%,111.93,0,162,50692101900.00%,0.22%,369.33%,0,9.28%,0.00%,0,5%,7%,109.51,0,167,439735683,0.21%,280.68%,0,10%,0%,0,5.00%,8.50%,102.55,0,166,384475047,0%,579%,0,9.78%,0.00%,0,6.00%,9.00%,101.88,0,177,317540318,0.21%,495.72%,0,10%,0%,0,0.05,0.1,103.37,0,172,259961776,0%,472%,0,10%,0%,0,7.00%,10.00%,101.78,0,171,208006068,0%,794%,0,12%,0%,0,7%,13%,103.78,0,132,153615832,0%,1148%,0,12%,2%,0,7%,10%,101.78
1274,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,348," 219,164,564 ",0%,758.00%,1.87,9%,0%,1,4.50%,11%,134.80,1,331,185891753,0.23%,559%,2.15,9.76%,0%,5,7%,12.50%,151.77,1,299,158783255,0%,848%,2.1,9.31%,0%,5,9.00%,8.80%,121.95,1,523,133646977,0.22%,279.95%,2.8,9.43%,0.00%,5,6.00%,7.00%,111.93,0,286,11764614600.00%,0.22%,283.98%,0,9.50%,0.00%,0,5%,7%,109.51,0,355,102500229,0.23%,410.54%,0,9%,0%,0,5.00%,8.50%,102.55,0,312,85107533,0%,804%,0,9.61%,0.00%,0,6.00%,9.00%,101.88,0,207,67912949,0.24%,606.39%,0,9%,0%,0,0.05,0.1,103.37,0,159,54505826,0%,226%,0,11%,1%,0,7.00%,10.00%,101.78,0,167,46825152,0%,366%,0,12%,0%,0,7%,13%,103.78,0,135,36746975,0%,6531%,0,12%,0%,0,7%,10%,101.78
1276,Active,Defined Contribution,Provident Fund,Segregated funds,1,1716," 2,011,027,112 ",1%,376.42%,3.2,21%,0%,5,4.50%,11%,134.80,1,1222,1594591185,1.09%,251%,3.24,4.73%,0%,1,7%,12.50%,151.77,1,1183,1475961177,1%,203%,2.84,5.52%,0%,1,9.00%,8.80%,121.95,1,1277,1375835783,1.09%,294.84%,3.4,9.20%,0.00%,1,6.00%,7.00%,111.93,0,1088,122156451300.00%,1.21%,133.21%,0,11.05%,0.00%,0,5%,7%,109.51,0,1091,1162805945,1.26%,571.06%,0,12%,0%,0,5.00%,8.50%,102.55,0,1097,951502000,1%,284%,0,10.32%,0.00%,0,6.00%,9.00%,101.88,0,665,819200000,1.62%,267.04%,0,13%,0%,0,0.05,0.1,103.37,0,998,692437000,1%,234%,0,10%,0%,0,7.00%,10.00%,101.78,0,934,598732000,1%,169%,0,5%,0%,0,7%,13%,103.78,0,1042,549561000,1%,319%,0,11%,0%,0,7%,10%,101.78
1279,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,0, -   ,0%,2.83%,3.12,0%,0%,1,4.50%,11%,134.80,1,54,35857031,0.20%,1107%,3.36,9.52%,0%,5,7%,12.50%,151.77,1,55,32750504,0%,6743%,3.36,13.47%,0%,5,9.00%,8.80%,121.95,1,55,28405417,0.23%,34.50%,3.52,11.59%,0.00%,5,6.00%,7.00%,111.93,0,55,3465650700.00%,0.28%,1421.06%,0,4.00%,0.00%,0,5%,7%,109.51,0,45,33368089,0.42%,67.07%,0,10%,0%,0,5.00%,8.50%,102.55,0,55,34992768,0%,187%,0,7.66%,0.00%,0,6.00%,9.00%,101.88,0,59,33746356,0.20%,439.52%,0,11%,0%,0,0.05,0.1,103.37,0,32,30952468,0%,39%,0,10%,0%,0,7.00%,10.00%,101.78,0,61,35745311,0%,107%,0,8%,0%,0,7%,13%,103.78,0,66,35418378,0%,298%,0,11%,0%,0,7%,10%,101.78
1280,Active,Defined Contribution,Provident Fund,Segregated funds,1,217," 340,138,076 ",1%,464.45%,3.21,24%,0%,1,4.50%,11%,134.80,1,190,245321405,1.06%,75%,3.02,0.64%,0%,1,7%,12.50%,151.77,1,197,256505020,1%,122%,2.44,2.87%,0%,1,9.00%,8.80%,121.95,1,155,249898342,0.97%,200.75%,2.7,10.91%,0.82%,1,6.00%,7.00%,111.93,0,207,22301387800.00%,0.64%,253.59%,0,6.38%,0.00%,0,5%,7%,109.51,0,132,200774004,1.11%,365.06%,0,13%,0%,0,5.00%,8.50%,102.55,0,193,166347737,2%,383%,0,3.93%,0.00%,0,6.00%,9.00%,101.88,0,175,148356641,0.93%,1409.55%,0,17%,0%,0,0.05,0.1,103.37,0,172,111547423,1%,675%,0,9%,0%,0,7.00%,10.00%,101.78,0,150,92933657,1%,187%,0,1%,0%,0,7%,13%,103.78,0,128,88037560,1%,153%,0,13%,0%,0,7%,10%,101.78
1282,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,574," 346,395,951 ",0%,180.42%,1.44,11%,0%,1,4.50%,11%,134.80,1,578,314384071,0.26%,412%,2.15,8.82%,0%,5,7%,12.50%,151.77,1,555,273555624,0%,771%,2.15,5.90%,0%,5,9.00%,8.80%,121.95,1,644,241071210,0.20%,92.78%,2.64,8.51%,0.00%,5,6.00%,7.00%,111.93,0,565,24418316000.00%,0.20%,196.26%,0,7.46%,0.00%,0,5%,7%,109.51,0,631,228005203,0.20%,417.41%,0,9%,0%,0,5.00%,8.50%,102.55,0,627,194537955,0%,396%,0,7.36%,0.00%,0,6.00%,9.00%,101.88,0,593,168184162,0.20%,619.51%,0,8%,0%,0,0.05,0.1,103.37,0,563,141477272,0%,380%,0,4%,0%,0,7.00%,10.00%,101.78,0,0,125058272,0%,138%,0,2%,0%,0,7%,13%,103.78,0,348,120300528,0%,358%,0,7%,0%,0,7%,10%,101.78
1283,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,80," 78,572,771 ",1%,519.09%,2.82,9%,0%,1,4.50%,11%,134.80,1,78,69188553,0.47%,563%,2.27,9.87%,0%,5,7%,12.50%,151.77,1,80,60220462,0%,203%,2.67,9.60%,0%,5,9.00%,8.80%,121.95,1,98,55442049,0.90%,332.46%,2.47,9.65%,0.58%,5,6.00%,7.00%,111.93,0,0,4889329600.00%,0.33%,847.26%,0,9.43%,0.71%,0,5%,7%,109.51,0,107,40780717,0.52%,2080.61%,0,8%,0%,0,5.00%,8.50%,102.55,0,108,33205509,0%,2752%,0,10.18%,0.00%,0,6.00%,9.00%,101.88,0,112,25563465,0.63%,609.31%,0,5%,0%,0,0.05,0.1,103.37,0,129,21034145,1%,151%,0,2%,0%,0,7.00%,10.00%,101.78,0,0,0,0%,0%,0,0%,0%,0,7%,13%,103.78,0,0,16078275,2%,293%,0,7%,0%,0,7%,10%,101.78
1285,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,16," 2,557,147 ",2%,5.00%,3.12,22%,0%,1,4.50%,11%,134.80,5,24,13365454,0.56%,310%,3.58,148.89%,0%,5,7%,12.50%,151.77,5,17,17203417,1%,914%,3.18,104.99%,0%,5,9.00%,8.80%,121.95,1,0,15564833,0.74%,876.41%,2.72,104.87%,0.00%,5,6.00%,7.00%,111.93,0,0,1440655400.00%,0.48%,60.97%,0,7.81%,0.00%,0,5%,7%,109.51,0,239,15859466,0.45%,44.07%,0,10%,1%,0,5.00%,8.50%,102.55,0,52,19177214,1%,36%,0,8.88%,1.38%,0,6.00%,9.00%,101.88,0,52,26488905,0.62%,154.05%,0,9%,0%,0,0.05,0.1,103.37,,,,,,,,,,,,,0,58,20763185,0%,117%,0,11%,2%,0,7%,13%,103.78,0,83,19785134,1%,79%,0,11%,4%,0,7%,10%,101.78
1286,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,182," 89,135,631 ",0%,133.82%,2.34,11%,0%,1,4.50%,11%,134.80,1,148,86623541,0.28%,122%,2.42,8.86%,0%,5,7%,12.50%,151.77,1,160,83518943,0%,65%,2.42,6.30%,0%,5,9.00%,8.80%,121.95,1,162,93220980,0.33%,253.30%,2.64,8.24%,0.00%,5,6.00%,7.00%,111.93,0,153,8192933000.00%,0.25%,188.59%,0,7.48%,0.00%,0,5%,7%,109.51,0,146,74843457,0.31%,119.26%,0,10%,0%,0,5.00%,8.50%,102.55,0,163,72255502,0%,303%,0,8.00%,0.00%,0,6.00%,9.00%,101.88,0,149,63197944,0.23%,191.44%,0,9%,0%,0,0.05,0.1,103.37,0,144,57124216,0%,515%,0,8%,0%,0,7.00%,10.00%,101.78,,,,,,,,,,,,,0,126,39620775,0%,210%,0,10%,0%,0,7%,10%,101.78
1290,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,15," 4,563,406 ",0%,3200.22%,3.32,7%,0%,1,4.50%,11%,134.80,1,0,4239775,0.19%,3879%,3.36,7.43%,0%,5,7%,12.50%,151.77,1,15,3932725,0%,4008%,3.36,7.43%,0%,5,9.00%,8.80%,121.95,1,16,3647652,0.19%,148.53%,3.52,6.75%,0.00%,5,6.00%,7.00%,111.93,0,16,356723900.00%,0.17%,3286.56%,0,5.67%,0.00%,0,5%,7%,109.51,0,16,3370979,0.23%,3610.66%,0,8%,0%,0,5.00%,8.50%,102.55,0,16,3099605,0%,30%,0,4.14%,0.00%,0,6.00%,9.00%,101.88,0,17,3405811,0.47%,14.89%,0,24%,0%,0,0.05,0.1,103.37,0,18,8024714,0%,2832%,0,6%,0%,0,7.00%,10.00%,101.78,0,12,7585394,0%,2383%,0,5%,9%,0,7%,13%,103.78,0,12,7238401,0%,631%,0,11%,6%,0,7%,10%,101.78
13,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,65," 83,826,193 ",0%,79.81%,2.82,12%,0%,1,4.50%,11%,134.80,1,75,88169271,0.46%,257%,2.58,8.91%,0%,5,7%,12.50%,151.77,1,66,79127956,1%,45%,2.48,6.14%,0%,5,9.00%,8.80%,121.95,1,37,93568220,0.36%,551.41%,2.74,8.23%,0.00%,5,6.00%,7.00%,111.93,0,0,8058317600.00%,0.27%,184.44%,0,7.29%,0.00%,0,5%,7%,109.51,0,0,0,0.00%,0.00%,0,0%,0%,0,5.00%,8.50%,102.55,0,93,56789786,1%,193%,0,8.89%,0.00%,0,6.00%,9.00%,101.88,0,83,51334629,0.69%,152.99%,0,5%,0%,0,0.05,0.1,103.37,0,86,48287295,1%,483%,0,8%,0%,0,7.00%,10.00%,101.78,0,86,40182705,1%,249%,0,10%,0%,0,7%,13%,103.78,0,44,34659606,1%,315%,0,10%,0%,0,7%,10%,101.78
1306,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,54," 62,526,315 ",1%,113.97%,3.21,11%,0%,1,4.50%,11%,134.80,1,47,60966758,1.61%,180%,3.36,9.98%,0%,5,7%,12.50%,151.77,1,48,55774234,2%,66%,3.36,8.12%,0%,5,9.00%,8.80%,121.95,1,53,61843304,1.67%,349.42%,2.64,8.06%,0.00%,5,6.00%,7.00%,111.93,0,49,5422564900.00%,0.57%,1479.37%,0,6.31%,0.00%,0,5%,7%,109.51,0,49,46413005,0.66%,1704.25%,0,9%,0%,0,5.00%,8.50%,102.55,0,49,38644046,1%,1542%,0,7.69%,0.00%,0,6.00%,9.00%,101.88,0,13,30354412,0.15%,9509.43%,0,9%,0%,0,0.05,0.1,103.37,0,0,0,0%,0%,0,0%,0%,0,7.00%,10.00%,101.78,0,0,0,0%,0%,0,0%,0%,0,7%,13%,103.78,0,0,0,0%,0%,0,0%,0%,0,7%,10%,101.78
1307,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,5," 26,417,310 ",1%,32.21%,3.11,11%,0%,1,4.50%,11%,134.80,1,9,34116412,1.13%,30%,3.56,10.83%,1%,5,7%,12.50%,151.77,1,11,48878989,1%,47%,2.54,6.81%,0%,5,9.00%,8.80%,121.95,1,11,56203925,0.62%,217.44%,3.44,8.45%,0.00%,5,6.00%,7.00%,111.93,0,12,5425519900.00%,0.95%,33.28%,0,8.45%,0.00%,0,5%,7%,109.51,0,15,69751350,0.70%,1436.37%,0,9%,0%,0,5.00%,8.50%,102.55,0,15,60632145,1%,111%,0,8.70%,0.00%,0,6.00%,9.00%,101.88,0,15,59771757,0.68%,1922.61%,0,8%,0%,0,0.05,0.1,103.37,0,0,51339403,0%,45%,0,8%,0%,0,7.00%,10.00%,101.78,0,11,59617864,1%,201%,0,7%,0%,0,7%,13%,103.78,,,,,,,,,,,,
