Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets , 2024_ExpensesToTotalAssets Ratio ,2024_Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_Liquidity Ratio,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_Liquidity Ratio,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_Liquidity Ratio,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_Liquidity Ratio,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_Liquidity Ratio,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_Liquidity Ratio,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_Liquidity Ratio,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Inflation,2014_interest_rates,2014_exchange_rates
1895,Transitioning,Defined Contribution,Pension Scheme,Segregated funds,0,0, -   , -   ,0.00%,0%,0,0%,0,4.50%,11%,134.80,0,0,0,0.00%,0%,0,0.00%,0%,0,7%,12.50%,151.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,168," 825,817,529 ", 0.01 ,21.44%,306%,0.104970062,0%,1,4.50%,11%,134.80,5,173,712951566,0.48%,12%,3.31,8.82%,0%,5,7%,12.50%,151.77,1,173,610642445,0%,22%,2.71,6.19%,0%,5,9.00%,8.80%,121.95,1,170,539543395,0.32%,10.79%,3.49,8.11%,0.00%,5,6.00%,7.00%,111.93,,,,,,,,,,171,375412331,0.22%,8.67%,8.95%,0.00%,5.00%,8.50%,102.55,174,300217617,0.24%,9.62%,7.63%,0.00%,6.00%,9.00%,101.88,0,238355054,0.00%,3.93%,8.28%,0.00%,5.00%,10.00%,103.37,0,181115740,0.00%,9.51%,7.44%,0.00%,7%,10%,101.78,,,,,,,,,,,,,,,,,,
1897,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,171," 243,250,304 ", -   ,98.58%,224%,0.047672006,0%,1,4.50%,11%,134.80,1,166,242773751,0.20%,41%,2.56,8.57%,0%,5,7%,12.50%,151.77,1,310,207913106,0%,94%,2.5,5.01%,0%,5,9.00%,8.80%,121.95,1,279,196623808,0.00%,87.59%,2.72,5.26%,0.00%,5,6.00%,7.00%,111.93,236,183493036,0.00%,97.23%,4.66%,0.00%,5.00%,7.00%,109.51,254,177546424,0.00%,84.90%,4.96%,0.00%,5.00%,8.50%,102.55,102,166776282,0.00%,60.90%,4.30%,0.00%,6.00%,9.00%,101.88,99,151338447,0.00%,99.87%,4.43%,2.07%,5.00%,10.00%,103.37,154,136145492,0.24%,95.73%,4.92%,2.36%,7%,10%,101.78,102,135253558,0.00%,122.90%,5.15%,0.00%,7%,13%,103.78,294,141439317,0.00%,5.06%,9.46%,0.00%,7%,10%,101.78
1898,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,166," 361,612,003 ", 0.01 ,58.90%,357%,0.112396803,0%,1,4.50%,11%,134.80,1,167,337425820,0.77%,61%,3.28,9.32%,0%,5,7%,12.50%,151.77,1,176,318075324,1%,76%,3.28,6.22%,0%,5,9.00%,8.80%,121.95,1,191,294252549,0.95%,63.16%,3.54,3.86%,0.00%,5,6.00%,7.00%,111.93,,,,,,,,,,129,258130202,1.57%,17.57%,9.15%,0.00%,5.00%,8.50%,102.55,130,225476422,2.03%,26.62%,7.47%,0.00%,6.00%,9.00%,101.88,127,184462283,0.88%,71.77%,7.01%,0.00%,5.00%,10.00%,103.37,137,177089852,0.90%,90.14%,4.20%,52.22%,7%,10%,101.78,147,174983795,0.88%,15.59%,3.67%,44.17%,7%,13%,103.78,0,157356746,0.33%,62.56%,4.94%,17.05%,7%,10%,101.78
1899,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,27," 4,685,146 ", 0.02 ,421.89%,307%,0.215667132,0%,1,4.50%,11%,134.80,1,27,7958680,0.61%,775%,3.3,3.87%,0%,5,7%,12.50%,151.77,1,19,10124728,3%,427%,3.4,3.38%,0%,5,9.00%,8.80%,121.95,1,26,11572474,1.05%,77.63%,2.8,3.08%,0.00%,5,6.00%,7.00%,111.93,33,11438488,0.20%,136.41%,10.88%,0.00%,5.00%,7.00%,109.51,34,12017243,0.20%,29.28%,11.79%,0.00%,5.00%,8.50%,102.55,39,10701092,0.00%,3.03%,6.81%,0.00%,6.00%,9.00%,101.88,39,9445433,0.00%,-167.91%,2.27%,0.00%,5.00%,10.00%,103.37,38,6689085,0.00%,34.62%,9.39%,0.00%,7%,10%,101.78,42,5773938,0.00%,152.42%,14.26%,0.00%,7%,13%,103.78,34,6643671,0.00%,-439.73%,3.29%,0.00%,7%,10%,101.78
1900,Active,Defined Contribution,Pension Scheme,Segregated funds,1,571," 1,526,246,006 ", 0.01 ,37.03%,326%,0.116189332,0%,5,4.50%,11%,134.80,1,482,1316557600,1.64%,57%,3.04,8.32%,0%,5,7%,12.50%,151.77,1,516,1210725499,1%,83%,3.04,0.91%,0%,5,9.00%,8.80%,121.95,1,431,1187395050,1.19%,50.30%,2.62,14.14%,0.00%,1,6.00%,7.00%,111.93,467,1040028348,1.19%,39.36%,5.89%,0.00%,5.00%,7.00%,109.51,472,921484260,1.57%,31.38%,9.17%,0.00%,5.00%,8.50%,102.55,473,770893257,1.28%,19.79%,10.52%,0.00%,6.00%,9.00%,101.88,450,610005258,1.45%,20.13%,12.95%,0.00%,5.00%,10.00%,103.37,481,452069625,1.98%,22.84%,4.85%,0.00%,7%,10%,101.78,495,375201197,2.37%,16.90%,7.42%,0.00%,7%,13%,103.78,533,259079040,1.66%,6.55%,8.46%,0.00%,7%,10%,101.78
1902,Active,Defined Contribution,Pension Scheme,Segregated funds,5,148," 1,209,154,413 ", 0.01 ,10.10%,375%,0.237783354,0%,5,4.50%,11%,134.80,1,153,919287828,0.76%,102%,1.4,0.86%,0%,1,7%,12.50%,151.77,1,106,920241410,1%,65%,2.15,3.05%,0%,1,9.00%,8.80%,121.95,5,111,896446602,0.80%,28.81%,3.4,10.95%,0.00%,1,6.00%,7.00%,111.93,116,794531382,0.81%,47.11%,8.21%,0.00%,5.00%,7.00%,109.51,122,735915613,0.84%,15.07%,14.57%,0.00%,5.00%,8.50%,102.55,130,604421569,0.87%,63.40%,8.10%,0.00%,6.00%,9.00%,101.88,138,567804261,1.45%,12.69%,14.93%,0.00%,5.00%,10.00%,103.37,134,447778792,0.86%,13.32%,6.93%,0.00%,7%,10%,101.78,137,376056584,0.91%,26.36%,1.52%,0.00%,7%,13%,103.78,137,335423605,0.88%,-277.99%,12.62%,0.00%,7%,10%,101.78
1903,Active,Defined Contribution,Pension Scheme,Segregated funds,1,272," 491,296,234 ", 0.02 ,43.21%,307%,0.110392835,0%,5,4.50%,11%,134.80,1,329,427351724,1.85%,79%,3.05,5.30%,0%,5,7%,12.50%,151.77,1,348,415981492,2%,161%,3.17,1.09%,0%,5,9.00%,8.80%,121.95,1,365,445021761,1.71%,40.56%,3.52,10.69%,0.00%,5,6.00%,7.00%,111.93,,,,,,,,,,,,,,,,,,,382,378763208,1.65%,33.36%,10.49%,0.00%,6.00%,9.00%,101.88,366,335324656,2.55%,-329.65%,12.86%,0.00%,5.00%,10.00%,103.37,371,66650802,2.66%,20.79%,3.36%,0.00%,7%,10%,101.78,378,51490520,3.41%,22.99%,7.65%,8.22%,7%,13%,103.78,362,35188356,3.39%,7.38%,9.72%,6.27%,7%,10%,101.78
1904,Active,Defined Contribution,Pension Scheme,Segregated funds,1,76," 321,713,962 ", 0.02 ,51.99%,320%,0.120082811,0%,1,4.50%,11%,134.80,1,90,290210346,1.59%,61%,3.15,5.58%,0%,1,7%,12.50%,151.77,1,99,272444395,2%,176%,3.15,0.24%,0%,1,9.00%,8.80%,121.95,1,115,295113179,1.76%,40.64%,3.4,14.09%,0.00%,1,6.00%,7.00%,111.93,129,252692158,1.46%,59.77%,6.78%,0.00%,5.00%,7.00%,109.51,142,233978602,1.32%,56.00%,8.40%,0.00%,5.00%,8.50%,102.55,164,210882562,1.16%,24.36%,12.02%,0.00%,6.00%,9.00%,101.88,175,169724192,1.19%,40.70%,13.60%,0.00%,5.00%,10.00%,103.37,196,142001878,1.27%,24.88%,6.15%,0.00%,7%,10%,101.78,207,118086642,1.55%,28.36%,7.49%,0.00%,7%,13%,103.78,234,94904951,1.45%,-16.63%,7.31%,0.00%,7%,10%,101.78
1905,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,3518," 1,146,429,610 ", 0.01 ,19.73%,320%,0.089048627,0%,1,4.50%,11%,134.80,1,2088,768877223,0.72%,3%,4.06,7.49%,0%,5,7%,12.50%,151.77,1,1640,440043193,1%,35%,3.26,7.91%,1%,5,9.00%,8.80%,121.95,1,1394,352286872,0.74%,41.21%,3.44,9.87%,5.05%,5,6.00%,7.00%,111.93,1269,303010085,0.84%,186.53%,8.26%,12.58%,5.00%,7.00%,109.51,1350,353464572,0.67%,55.95%,9.20%,2.02%,5.00%,8.50%,102.55,1081,325665193,0.88%,-89.61%,8.50%,1.88%,6.00%,9.00%,101.88,644,168199171,0.88%,27.93%,8.94%,9.11%,5.00%,10.00%,103.37,219,137384532,0.88%,76.99%,7.80%,0.26%,7%,10%,101.78,190,131146400,0.69%,36.93%,5.51%,0.00%,7%,13%,103.78,198,116750693,0.64%,25.08%,10.54%,0.00%,7%,10%,101.78
1906,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,286," 248,826,618 ", 0.00 ,38.36%,281%,0.106914587,0%,1,4.50%,11%,134.80,1,247,213961744,0.47%,90%,2.46,9.46%,0%,5,7%,12.50%,151.77,1,175,208987515,1%,93%,2.46,6.08%,0%,5,9.00%,8.80%,121.95,1,287,206782806,0.31%,85.22%,2.64,8.78%,0.00%,5,6.00%,7.00%,111.93,185,201341076,0.06%,89.87%,6.72%,0.00%,5.00%,7.00%,109.51,225,198117378,0.27%,98.84%,9.68%,0.00%,5.00%,8.50%,102.55,238,197657059,0.34%,51.53%,8.25%,0.00%,6.00%,9.00%,101.88,355,178877377,0.26%,47.72%,8.75%,0.00%,5.00%,10.00%,103.37,397,159066674,0.38%,-33.22%,6.74%,0.00%,7%,10%,101.78,238,110847390,0.29%,19.14%,6.30%,0.00%,7%,13%,103.78,253,83268422,0.30%,5.38%,8.96%,0.00%,7%,10%,101.78
1908,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,171," 325,462,134 ", -   ,10.31%,223%,0.112598589,0%,1,4.50%,11%,134.80,1,164,272520150,0.00%,33%,2.48,1.90%,1%,5,7%,12.50%,151.77,1,162,254825985,0%,1%,2.5,7.07%,0%,5,9.00%,8.80%,121.95,1,165,217123783,0.00%,20.15%,2.66,6.32%,0.00%,5,6.00%,7.00%,111.93,161,190482846,0.00%,49.67%,5.46%,0.00%,5.00%,7.00%,109.51,164,176190059,0.00%,5.14%,7.81%,0.00%,5.00%,8.50%,102.55,160,147097238,0.00%,8.96%,4.13%,0.00%,6.00%,9.00%,101.88,161,125062973,0.00%,6.90%,7.86%,0.00%,5.00%,10.00%,103.37,81,101401647,0.00%,40.10%,3.64%,0.00%,7%,10%,101.78,97,93453237,0.00%,0.34%,1.89%,0.00%,7%,13%,103.78,99,82440102,0.00%,7.64%,6.39%,0.00%,7%,10%,101.78
1909,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,46," 89,536,491 ", 0.00 ,60.19%,322%,0.111818007,0%,1,4.50%,11%,134.80,1,48,85551249,0.28%,38%,2.46,9.35%,0%,5,7%,12.50%,151.77,1,48,80088547,0%,13%,2.46,5.84%,0%,5,9.00%,8.80%,121.95,1,61,68234460,0.34%,52.83%,3.44,8.46%,0.99%,5,6.00%,7.00%,111.93,55,60952615,0.28%,3.32%,6.39%,0.00%,5.00%,7.00%,109.51,55,49594658,0.30%,22.22%,8.28%,0.00%,5.00%,8.50%,102.55,50,40087851,1.14%,103.56%,4.16%,0.00%,6.00%,9.00%,101.88,42,40401937,1.41%,71.48%,9.78%,0.00%,5.00%,10.00%,103.37,19,37684948,1.19%,29.65%,5.57%,0.00%,7%,10%,101.78,43,31797952,1.11%,23.11%,4.37%,0.00%,7%,13%,103.78,38,25739857,1.23%,-3.35%,9.12%,0.00%,7%,10%,101.78
191,Active,Defined Contribution,Pension Scheme,Segregated funds,1,103," 467,449,792 ", 0.02 ,167.90%,275%,0.132977165,0%,1,4.50%,11%,134.80,5,105,517682356,1.56%,198%,3.83,2.22%,0%,1,7%,12.50%,151.77,5,106,541344531,2%,408%,3.84,-0.45%,0%,1,9.00%,8.80%,121.95,5,101,579254968,1.44%,78.76%,4.2,12.42%,0.00%,1,6.00%,7.00%,111.93,106,561040140,1.46%,-1.51%,7.96%,0.00%,5.00%,7.00%,109.51,108,498626264,1.45%,101.08%,11.35%,0.00%,5.00%,8.50%,102.55,57,499522664,1.60%,41.04%,7.85%,0.00%,6.00%,9.00%,101.88,54,467335269,1.59%,153.06%,13.27%,0.00%,5.00%,10.00%,103.37,55,508070530,1.51%,30.27%,7.40%,0.00%,7%,10%,101.78,55,471808228,1.70%,1158.91%,0.26%,0.00%,7%,13%,103.78,60,644520886,1.40%,9.68%,16.79%,0.00%,7%,10%,101.78
1910,Active,Defined Contribution,Pension Scheme,Segregated funds,1,2413," 14,693,754,103 ", 0.01 ,15.87%,298%,0.192455247,0%,5,4.50%,11%,134.80,1,2513,11034397589,1.07%,29%,2.54,1.54%,0%,1,7%,12.50%,151.77,5,2488,9908046441,1%,45%,3.09,0.53%,0%,1,9.00%,8.80%,121.95,1,2573,9113421227,0.99%,32.19%,2.6,10.21%,0.00%,1,6.00%,7.00%,111.93,2347,7682771000,0.87%,30.52%,7.50%,0.00%,5.00%,7.00%,109.51,2148,6479860000,1.01%,22.66%,12.68%,0.00%,5.00%,8.50%,102.55,1848,5055293000,1.84%,23.28%,4.49%,0.00%,6.00%,9.00%,101.88,1806,4168093000,0.96%,13.20%,12.94%,0.00%,5.00%,10.00%,103.37,1827,3053285000,1.15%,15.86%,6.37%,0.00%,7%,10%,101.78,1854,2263947000,1.32%,16.44%,1.56%,0.00%,7%,13%,103.78,,,,,,,,,
1911,Active,Defined Contribution,Provident Fund,Segregated funds,1,1041," 524,378,485 ", 0.02 ,75.54%,372%,0.080513227,0%,5,4.50%,11%,134.80,5,1111,512747404,2.17%,263%,4,-2.10%,58%,1,7%,12.50%,151.77,5,582,552708183,3%,121%,3.9,0.34%,47%,1,9.00%,8.80%,121.95,5,640,561127940,2.72%,46.25%,4.28,6.64%,39.14%,1,6.00%,7.00%,111.93,,,,,,,,,,,,,,,,,,,826,464661455,1.39%,84.90%,3.63%,19.24%,6.00%,9.00%,101.88,906,454348587,1.65%,22.88%,14.70%,3.08%,5.00%,10.00%,103.37,928,358266497,2.12%,61.03%,7.11%,0.00%,7%,10%,101.78,1013,324747199,1.78%,32.79%,2.60%,0.00%,7%,13%,103.78,0,269386241,1.72%,9.03%,9.56%,0.00%,7%,10%,101.78
1912,Active,Defined Contribution,Pension Scheme,Segregated funds,1,133," 1,024,502,886 ", 0.01 ,42.73%,307%,0.122842162,0%,1,4.50%,11%,134.80,1,139,930283667,1.67%,38%,3.18,4.69%,0%,1,7%,12.50%,151.77,1,132,877817648,1%,135%,3.18,-1.29%,0%,1,9.00%,8.80%,121.95,1,136,888417994,1.27%,9.77%,3.4,14.11%,0.00%,1,6.00%,7.00%,111.93,136,728365764,1.31%,5.37%,6.50%,0.00%,5.00%,7.00%,109.51,128,634138453,1.33%,15.65%,7.11%,0.00%,5.00%,8.50%,102.55,128,553907148,1.41%,9.87%,12.40%,0.00%,6.00%,9.00%,101.88,117,449450685,1.34%,11.09%,12.53%,0.00%,5.00%,10.00%,103.37,101,361765923,1.43%,-344.95%,6.12%,0.00%,7%,10%,101.78,85,110588548,2.34%,15.09%,8.14%,0.00%,7%,13%,103.78,83,76346867,1.46%,4.65%,8.44%,0.00%,7%,10%,101.78
1913,Active,Defined Contribution,Provident Fund,Segregated funds,1,261," 276,904,850 ", 0.02 ,59.78%,306%,0.14888186,0%,1,4.50%,11%,134.80,1,169,238411984,2.03%,48%,3.05,8.13%,0%,5,7%,12.50%,151.77,1,158,218858097,2%,-2%,3.05,4.57%,0%,5,9.00%,8.80%,121.95,1,371,188345489,1.85%,25.33%,3.52,9.75%,0.00%,5,6.00%,7.00%,111.93,210,163262682,2.00%,50.85%,9.28%,0.00%,5.00%,7.00%,109.51,488,148193883,2.13%,4.57%,12.27%,0.00%,5.00%,8.50%,102.55,443,111491912,2.04%,27.04%,3.25%,0.00%,6.00%,9.00%,101.88,123,95190813,2.12%,79.92%,11.95%,0.00%,5.00%,10.00%,103.37,117,90182647,1.90%,-82.84%,9.73%,0.00%,7%,10%,101.78,109,55550196,1.80%,-143.50%,6.42%,0.00%,7%,13%,103.78,115,30237784,2.35%,27.41%,11.06%,0.00%,7%,10%,101.78
1914,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,347," 1,885,277,997 ", 0.00 ,9.82%,293%,0.053402666,37%,1,4.50%,11%,134.80,1,359,1680723727,0.22%,5%,3.17,7.75%,43%,5,7%,12.50%,151.77,1,399,1433944091,0%,21%,3.09,5.88%,42%,5,9.00%,8.80%,121.95,1,329,1273879392,0.38%,14.02%,3.44,8.83%,38.08%,5,6.00%,7.00%,111.93,340,1018738690,0.25%,11.27%,4.63%,38.37%,5.00%,7.00%,109.51,357,863449219,0.32%,19.39%,5.76%,33.89%,5.00%,8.50%,102.55,378,746117772,0.34%,13.05%,8.35%,24.78%,6.00%,9.00%,101.88,359,610303630,0.53%,12.53%,8.24%,14.45%,5.00%,10.00%,103.37,355,501512851,0.32%,-55.87%,5.74%,0.00%,7%,10%,101.78,322,349925930,0.45%,3.07%,5.46%,0.00%,7%,13%,103.78,208,268032731,0.30%,1.34%,8.12%,6.02%,7%,10%,101.78
1915,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,148," 481,082,871 ", 0.01 ,35.72%,377%,0.10509776,0%,1,4.50%,11%,134.80,5,101,427092845,1.20%,62%,3.76,9.06%,0%,5,7%,12.50%,151.77,5,106,400477566,1%,37%,3.71,6.05%,0%,5,9.00%,8.80%,121.95,1,70,366730290,1.15%,35.97%,2.72,8.22%,0.00%,5,6.00%,7.00%,111.93,70,330012272,0.94%,18.14%,7.20%,0.00%,5.00%,7.00%,109.51,73,289089668,1.02%,47.53%,9.35%,0.00%,5.00%,8.50%,102.55,75,260720748,0.94%,-178.68%,6.44%,0.00%,6.00%,9.00%,101.88,76,135004786,1.18%,20.10%,8.59%,0.00%,5.00%,10.00%,103.37,78,106786532,1.22%,6.13%,7.44%,0.00%,7%,10%,101.78,78,78135492,2.08%,20.19%,6.84%,0.00%,7%,13%,103.78,78,56980577,0.76%,2.97%,8.76%,0.00%,7%,10%,101.78
1916,Active,Defined Contribution,Pension Scheme,Segregated funds,,,,,,,,,,,,,5,22,92264919,1.01%,589%,3.82,0.65%,0%,1,7%,12.50%,151.77,5,24,95200350,1%,107%,3.02,2.25%,0%,1,9.00%,8.80%,121.95,5,27,95503895,0.97%,13.57%,4.2,12.05%,0.00%,5,6.00%,7.00%,111.93,28,81004101,1.18%,357.73%,6.31%,0.00%,5.00%,7.00%,109.51,32,109844049,0.96%,187.78%,16.94%,0.00%,5.00%,8.50%,102.55,30,131462152,0.82%,-73.45%,4.39%,0.00%,6.00%,9.00%,101.88,31,111795823,1.03%,-192.33%,9.34%,0.00%,5.00%,10.00%,103.37,0,0,0.00%,0.00%,0.00%,0.00%,7%,10%,101.78,34,21939393,3.00%,82.36%,-3.16%,0.00%,7%,13%,103.78,0,20936540,4.10%,9.97%,9.88%,0.00%,7%,10%,101.78
1917,Active,Defined Contribution,Pension Scheme,Segregated funds,1,454," 901,578,261 ", 0.01 ,1.72%,325%,0.305502452,0%,1,4.50%,11%,134.80,1,461,618914752,0.96%,166%,3.24,0.75%,0%,1,7%,12.50%,151.77,1,470,628360391,1%,138%,3.32,0.12%,0%,1,9.00%,8.80%,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463879641,1.02%,73.95%,4.24%,0.00%,7%,10%,101.78,,,,,,,,,,,,,,,,,,
1918,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,16244," 351,362,750 ", 0.00 ,15.79%,301%,0.116298592,0%,1,4.50%,11%,134.80,1,16264,316900454,0.57%,58%,3.36,6.69%,0%,5,7%,12.50%,151.77,1,29292,307856847,0%,103%,3.36,8.11%,0%,5,9.00%,8.80%,121.95,1,16521,308713154,0.53%,39.38%,3.52,9.31%,0.00%,5,6.00%,7.00%,111.93,16815,291238722,0.53%,35.99%,5.75%,0.00%,5.00%,7.00%,109.51,17075,280449808,0.49%,34.98%,9.26%,0.00%,5.00%,8.50%,102.55,13648,263512127,0.51%,15.15%,5.56%,0.00%,6.00%,9.00%,101.88,14504,232778385,1.05%,9.09%,8.39%,0.00%,5.00%,10.00%,103.37,14652,183703383,0.41%,12.90%,7.24%,0.00%,7%,10%,101.78,14168,145236905,0.66%,4.56%,6.55%,0.00%,7%,13%,103.78,14305,105852992,1.08%,4.36%,10.30%,3.24%,7%,10%,101.78
1919,Active,Defined Contribution,Pension Scheme,Segregated funds,1,267," 1,656,325,401 ", 0.01 ,20.45%,310%,0.230503629,0%,1,4.50%,11%,134.80,5,260,1260590115,0.97%,69%,2.99,-1.03%,0%,1,7%,12.50%,151.77,5,266,1228029408,1%,37%,3.14,1.82%,0%,1,9.00%,8.80%,121.95,1,258,1144645742,0.97%,14.55%,2.82,10.39%,0.00%,1,6.00%,7.00%,111.93,244,953928166,0.88%,33.00%,6.37%,2.53%,5.00%,7.00%,109.51,236,850025736,0.89%,23.89%,14.65%,0.00%,5.00%,8.50%,102.55,224,698624298,1.28%,82.67%,5.21%,0.00%,6.00%,9.00%,101.88,223,681446898,1.19%,29.79%,15.68%,0.00%,5.00%,10.00%,103.37,221,568162380,1.52%,35.99%,6.61%,0.00%,7%,10%,101.78,223,510539194,1.82%,76.88%,1.78%,0.00%,7%,13%,103.78,,,,,,,,,
192,Active,Defined Contribution,Provident Fund,Segregated funds,1,110," 797,255,643 ", -   ,49.14%,316%,0.236435788,0%,1,4.50%,11%,134.80,1,112,678086919,0.00%,41%,2.37,3.30%,0%,1,7%,12.50%,151.77,1,0,639488719,0%,17%,2.32,3.44%,0%,1,9.00%,8.80%,121.95,1,0,588509011,0.00%,16.37%,2.68,10.21%,0.00%,1,6.00%,7.00%,111.93,0,508168018,0.00%,114.07%,8.88%,0.00%,5.00%,7.00%,109.51,0,519382190,0.46%,20.16%,13.77%,0.00%,5.00%,8.50%,102.55,0,433684604,0.00%,5.39%,7.50%,0.00%,6.00%,9.00%,101.88,0,369233356,0.00%,7.89%,14.17%,0.00%,5.00%,10.00%,103.37,0,291300692,0.00%,21.77%,8.49%,0.00%,7%,10%,101.78,0,249215917,0.00%,22.29%,2.10%,0.00%,7%,13%,103.78,0,224308837,0.00%,23.81%,12.96%,0.00%,7%,10%,101.78
1920,Active,Defined Contribution,Pension Scheme,Segregated funds,1,2849," 2,423,536,406 ", 0.01 ,-7.85%,303%,0.205855957,0%,1,4.50%,11%,134.80,1,1762,1788649745,1.38%,4%,3.04,3.71%,0%,1,7%,12.50%,151.77,1,1661,1635722291,1%,-84%,3.08,4.59%,0%,1,9.00%,8.80%,121.95,1,1774,1333235013,1.50%,-78.29%,3.48,8.79%,0.00%,1,6.00%,7.00%,111.93,1273,982028375.5,1.52%,-1.58%,8.85%,0.00%,5.00%,7.00%,109.51,1329,797521046,1.56%,-10.13%,12.65%,0.00%,5.00%,8.50%,102.55,1047,632184657,2.32%,-62.39%,7.97%,0.00%,6.00%,9.00%,101.88,982,479638063,1.84%,-16.47%,13.20%,0.00%,5.00%,10.00%,103.37,829,353809419,2.28%,-36.18%,8.81%,0.00%,7%,10%,101.78,607,242131043,1.51%,-74.58%,2.51%,0.00%,7%,13%,103.78,416,147321689,1.44%,-52.86%,9.51%,0.00%,7%,10%,101.78
1921,Active,Defined Contribution,Provident Fund,Guaranteed funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2335531,0.00%,349.85%,222.16%,0.00%,5.00%,10.00%,103.37,33,45432398,0.00%,51.41%,7.83%,0.00%,7%,10%,101.78,24,36459511,0.00%,23.87%,6.67%,0.00%,7%,13%,103.78,21,25874834,0.00%,5.42%,8.42%,0.00%,7%,10%,101.78
1923,Active,Defined Contribution,Provident Fund,Guaranteed funds,5,2974," 1,354,116,877 ", 0.00 ,13.19%,221%,0.091421196,0%,1,4.50%,11%,134.80,1,2719,1040450171,0.48%,9%,2.27,8.57%,0%,5,7%,12.50%,151.77,1,2318,679575270,1%,20%,2.54,6.55%,0%,5,9.00%,8.80%,121.95,5,1865,504694167,0.51%,35.15%,3.52,8.79%,0.00%,5,6.00%,7.00%,111.93,1929,443649357,0.59%,42.00%,6.19%,0.00%,5.00%,7.00%,109.51,3620,392341665,0.68%,29.24%,8.55%,0.00%,5.00%,8.50%,102.55,1957,329004252,0.76%,30.30%,8.51%,0.00%,6.00%,9.00%,101.88,1957,269153576,0.80%,19.42%,10.33%,0.00%,5.00%,10.00%,103.37,1626,207114236,0.82%,20.78%,4.61%,0.00%,7%,10%,101.78,1632,162550306,1.11%,15.18%,6.64%,0.00%,7%,13%,103.78,1755,122575099,1.66%,14.65%,11.87%,0.00%,7%,10%,101.78
