Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
1691,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,165," 206,955,602.00 ",0.74%,50%,2.96,13%,0%,1,5%,11%,134.8,1,159," 261,143,722.00 ",0.50%,232%,2.46,9%,0%,5,7%,13%,151.77,1,156," 232,389,415.00 ",0.40%,128%,2.46,6%,0%,5,9%,9%,121.95,5,154," 223,677,961.00 ",0.67%,465%,3.52,8%,0%,5,6%,7%,111.93,0,145," 189,205,680.00 ",0.43%,233%,0,7%,0%,0,5%,7%,109.51,0,137," 166,447,382.00 ",0.43%,364%,0,9%,0%,0,5%,9%,102.55,0,139," 138,977,062.00 ",0.51%,48%,0,10%,0%,0,6%,9%,101.88,0,126," 178,282,945.00 ",0.34%,215%,0,9%,0%,0,5%,10%,103.37,0,120," 157,018,555.00 ",0.52%,295%,0,8%,0%,0,7%,10%,101.78,0,118," 134,362,159.00 ",0.44%,1537%,0,7%,0%,0,7%,13%,103.78,0,124," 108,806,440.00 ",0.49%,214%,0,11%,0%,0,7%,10%,101.78
1692,Active,Defined Contribution,Pension Scheme,Segregated funds,5,1442," 9,821,805,615.00 ",0.88%,194%,3.7,6%,0%,1,5%,11%,134.8,5,1548," 9,189,942,717.00 ",0.89%,339%,3.35,10%,0%,1,7%,13%,151.77,5,1548," 8,022,505,285.00 ",0.93%,127%,2.93,0%,0%,1,9%,9%,121.95,5,1534," 7,861,103,773.00 ",0.83%,391%,3.48,13%,0%,1,6%,7%,111.93,0,1543," 6,659,910,753.00 ",0.86%,247%,0,4%,0%,0,5%,7%,109.51,0,1481," 6,126,040,084.00 ",0.82%,280%,0,7%,0%,0,5%,9%,102.55,0,1535," 5,554,407,359.00 ",0.84%,288%,0,8%,0%,0,6%,9%,101.88,0,1542," 4,966,003,925.00 ",0.85%,376%,0,13%,0%,0,5%,10%,103.37,0,1649," 4,114,677,698.00 ",1.39%,257%,0,2%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1698,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 5,152,143.00 ",0.20%,25%,2.84,14%,0%,1,5%,11%,134.8,1,110," 7,304,626.00 ",0.20%,2%,2.27,42%,0%,5,7%,13%,151.77,1,388," 147,487,981.00 ",0.41%,78%,2.27,10%,0%,5,9%,9%,121.95,1,564," 154,225,295.00 ",0.35%,254%,2.64,9%,0%,5,6%,7%,111.93,0,588," 139,694,167.00 ",0.40%,34%,0,11%,0%,0,5%,7%,109.51,0,624," 189,428,904.00 ",0.34%,423%,0,9%,0%,0,5%,9%,102.55,0,607," 162,592,941.00 ",0.40%,156%,0,7%,0%,0,6%,9%,101.88,0,637," 152,262,447.00 ",0.52%,154%,0,11%,0%,0,5%,10%,103.37,0,627," 141,211,681.00 ",0.61%,262%,0,8%,0%,0,7%,10%,101.78,0,597," 125,132,968.00 ",0.52%,312%,0,7%,0%,0,7%,13%,103.78,0,596," 109,208,771.00 ",0.86%,276%,0,9%,0%,0,7%,10%,101.78
1699,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,23086," 20,185,112,952.00 ",0.00%,224%,1.44,11%,0%,1,5%,11%,134.8,1,16075," 16,545,136,415.00 ",0.00%,223%,2.28,6%,0%,5,7%,13%,151.77,1,14135," 13,884,803,345.00 ",0.00%,76%,2.28,7%,0%,5,9%,9%,121.95,1,11929," 9,948,975,868.00 ",0.00%,226%,2.63,9%,0%,5,6%,7%,111.93,0,11932," 8,388,257,187.00 ",0.00%,110%,0,5%,0%,0,5%,7%,109.51,0,9484," 6,216,877,954.00 ",0.00%,260%,0,8%,0%,0,5%,9%,102.55,0,9527," 4,831,032,251.00 ",0.00%,152%,0,5%,0%,0,6%,9%,101.88,0,8466," 3,583,456,456.00 ",0.00%,287%,0,8%,0%,0,5%,10%,103.37,0,3520," 2,508,754,610.00 ",0.00%,227%,0,7%,0%,0,7%,10%,101.78,0,3520," 1,895,785,783.00 ",0.00%,577%,0,6%,0%,0,7%,13%,103.78,0,2804," 1,131,080,196.00 ",0.01%,483%,0,11%,0%,0,7%,10%,101.78
17,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,147," 171,241,118.00 ",0.69%,175%,1.64,10%,0%,1,5%,11%,134.8,1,166," 157,554,867.00 ",0.71%,243%,2.43,9%,0%,5,7%,13%,151.77,1,145," 140,319,898.00 ",0.75%,46%,2.43,8%,0%,5,9%,9%,121.95,1,171," 170,184,172.00 ",0.70%,68%,2.8,11%,0%,5,6%,7%,111.93,0,181," 186,859,705.00 ",0.64%,1997%,0,7%,0%,0,5%,7%,109.51,0,180," 154,495,162.00 ",0.74%,780%,0,9%,0%,0,5%,9%,102.55,0,150," 128,256,288.00 ",0.80%,79%,0,9%,0%,0,6%,9%,101.88,0,119," 135,070,136.00 ",0.74%,490%,0,9%,0%,0,5%,10%,103.37,0,105," 115,798,271.00 ",0.74%,431%,0,7%,0%,0,7%,10%,101.78,0,109," 99,261,760.00 ",0.74%,188%,0,6%,1%,0,7%,13%,103.78,0,110," 92,034,961.00 ",0.73%,207%,0,11%,1%,0,7%,10%,101.78
170,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,610," 1,594,901,835.00 ",0.91%,259%,3.08,9%,0%,1,5%,11%,134.8,5,588," 1,407,908,270.00 ",1.11%,114%,3.38,2%,0%,5,7%,13%,151.77,5,592," 1,386,586,363.00 ",1.02%,120%,3.94,1%,0%,1,9%,9%,121.95,1,578," 1,365,522,565.00 ",1.42%,279%,3.56,11%,0%,1,6%,7%,111.93,0,567," 1,180,686,625.00 ",1.18%,237%,0,6%,0%,0,5%,7%,109.51,0,585," 1,056,032,754.00 ",1.02%,298%,0,12%,0%,0,5%,9%,102.55,0,595," 880,821,258.00 ",0.68%,257%,0,4%,0%,0,6%,9%,101.88,0,794," 779,918,679.00 ",0.40%,106%,0,3%,0%,0,5%,10%,103.37,0,717," 770,126,821.00 ",0.46%,298%,0,9%,0%,0,7%,10%,101.78,0,760," 637,501,042.00 ",0.33%,179%,0,11%,0%,0,7%,13%,103.78,0,731," 554,388,828.00 ",0.31%,219%,0,5%,0%,0,7%,10%,101.78
1700,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,49," 111,657,647.00 ",0.38%,820%,1.52,9%,0%,1,5%,11%,134.8,1,48," 94,865,021.00 ",0.40%,437%,2.33,10%,0%,5,7%,13%,151.77,1,49," 81,471,486.00 ",0.24%,217%,2.52,10%,0%,5,9%,9%,121.95,1,2," 73,870,114.00 ",0.25%,751%,2.72,9%,0%,5,6%,7%,111.93,0,48," 61,932,235.00 ",0.26%,284%,0,8%,0%,0,5%,7%,109.51,0,42," 53,751,558.00 ",0.27%,208%,0,9%,0%,0,5%,9%,102.55,0,42," 47,773,723.00 ",0.26%,108%,0,10%,0%,0,6%,9%,101.88,0,39," 47,098,931.00 ",0.26%,1090%,0,10%,0%,0,5%,10%,103.37,0,40," 38,950,307.00 ",0.27%,271%,0,10%,0%,0,7%,10%,101.78,0,33," 33,559,516.00 ",0.29%,387%,0,12%,0%,0,7%,13%,103.78,0,36," 27,619,174.00 ",0.31%,168%,0,12%,1%,0,7%,10%,101.78
1701,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,115," 294,635,798.00 ",0.82%,115%,3.84,12%,1%,1,5%,11%,134.8,1,110," 287,035,065.00 ",0.78%,259%,2.44,9%,1%,5,7%,13%,151.77,1,104," 254,627,924.00 ",0.81%,162%,2.44,6%,0%,5,9%,9%,121.95,1,79," 238,738,202.00 ",0.85%,988%,2.8,8%,0%,5,6%,7%,111.93,0,64," 198,468,594.00 ",0.89%,306%,0,7%,0%,0,5%,7%,109.51,0,96," 173,656,590.00 ",0.87%,473%,0,9%,0%,0,5%,9%,102.55,0,91," 143,281,774.00 ",0.92%,285%,0,8%,0%,0,6%,9%,101.88,0,94," 122,807,814.00 ",0.77%,667%,0,9%,0%,0,5%,10%,103.37,0,69," 97,828,513.00 ",0.82%,92%,0,9%,0%,0,7%,10%,101.78,0,69," 100,363,582.00 ",0.84%,199%,0,8%,2%,0,7%,13%,103.78,0,65," 87,398,489.00 ",0.78%,475%,0,10%,0%,0,7%,10%,101.78
1702,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,27," 37,310,690.00 ",0.43%,1093%,2.24,10%,0%,1,5%,11%,134.8,1,26," 31,892,548.00 ",0.46%,792%,2.17,9%,0%,5,7%,13%,151.77,1,14," 27,515,560.00 ",0.50%,82%,2.17,10%,0%,5,9%,9%,121.95,1,14," 28,545,866.00 ",0.47%,392%,2.53,9%,0%,5,6%,7%,111.93,0,18," 25,364,031.00 ",0.51%,434%,0,8%,0%,0,5%,7%,109.51,0,16," 22,523,665.00 ",0.55%,3118%,0,10%,1%,0,5%,9%,102.55,0,15," 18,817,773.00 ",0.61%,2215%,0,6%,0%,0,6%,9%,101.88,0,16," 16,351,373.00 ",0.68%,2473%,0,8%,0%,0,5%,10%,103.37,0,16," 13,581,911.00 ",0.71%,1994%,0,3%,0%,0,7%,10%,101.78,0,0," 11,756,455.00 ",1.28%,1077%,0,2%,0%,0,7%,13%,103.78,0,13," 10,287,212.00 ",0.76%,93%,0,7%,0%,0,7%,10%,101.78
1703,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,66," 316,871,707.00 ",0.69%,67%,3.04,11%,0%,1,5%,11%,134.8,1,68," 339,231,604.00 ",0.68%,59%,3.28,10%,0%,5,7%,13%,151.77,1,73," 371,090,284.00 ",0.77%,78%,3.28,8%,0%,5,9%,9%,121.95,1,82," 384,461,380.00 ",0.76%,346%,3.44,9%,0%,5,6%,7%,111.93,0,76," 346,924,497.00 ",0.73%,361%,0,7%,0%,0,5%,7%,109.51,0,81," 316,633,147.00 ",0.74%,186%,0,9%,0%,0,5%,9%,102.55,0,69," 294,153,483.00 ",0.65%,97%,0,9%,0%,0,6%,9%,101.88,0,66," 295,608,612.00 ",1.21%,143%,0,9%,0%,0,5%,10%,103.37,0,68," 281,746,915.00 ",0.55%,717%,0,8%,0%,0,7%,10%,101.78,0,68," 245,835,789.00 ",0.54%,889%,0,7%,0%,0,7%,13%,103.78,0,61," 215,126,708.00 ",0.56%,238%,0,11%,0%,0,7%,10%,101.78
1704,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,735," 786,161,420.00 ",0.31%,520%,1.47,10%,0%,1,5%,11%,134.8,1,723," 671,454,635.00 ",0.51%,300%,2.55,9%,0%,5,7%,13%,151.77,1,442," 593,072,666.00 ",0.08%,241%,2.45,9%,0%,5,9%,9%,121.95,1,782," 532,677,444.00 ",0.10%,399%,2.74,9%,0%,5,6%,7%,111.93,0,0," 452,632,272.00 ",0.00%,211%,0,8%,1%,0,5%,7%,109.51,0,456," 372,063,222.00 ",0.00%,271%,0,7%,0%,0,5%,9%,102.55,0,496," 326,615,550.00 ",0.00%,286%,0,9%,0%,0,6%,9%,101.88,0,653," 279,102,211.00 ",0.00%,351%,0,7%,0%,0,5%,10%,103.37,0,391," 235,467,883.00 ",0.05%,411%,0,7%,0%,0,7%,10%,101.78,0,529," 195,185,647.00 ",0.00%,967%,0,9%,0%,0,7%,13%,103.78,0,341," 151,285,203.00 ",0.00%,718%,0,11%,0%,0,7%,10%,101.78
1706,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,715," 556,010,937.00 ",0.47%,95%,2.06,15%,0%,1,5%,11%,134.8,1,747," 565,066,852.00 ",0.45%,59%,2.29,5%,0%,5,7%,13%,151.77,1,720," 622,614,240.00 ",0.45%,46%,2.29,6%,0%,5,9%,9%,121.95,1,740," 742,760,179.00 ",0.46%,423%,2.55,5%,0%,5,6%,7%,111.93,0,695," 429,370,589.00 ",0.37%,169%,0,7%,0%,0,5%,7%,109.51,0,662," 367,901,656.00 ",0.54%,108%,0,14%,0%,0,5%,9%,102.55,0,668," 359,382,894.00 ",0.88%,36%,0,6%,0%,0,6%,9%,101.88,0,730," 773,260,463.00 ",0.00%,0%,0,5%,0%,0,5%,10%,103.37,0,698," 557,039,416.00 ",0.40%,229%,0,9%,0%,0,7%,10%,101.78,0,697," 468,376,390.00 ",0.42%,58%,0,6%,0%,0,7%,13%,103.78,0,688," 104,442,591.00 ",0.44%,269%,0,7%,0%,0,7%,10%,101.78
1707,Active,Defined Contribution,Pension Scheme,Segregated funds,1,689," 4,380,759,008.00 ",0.76%,378%,3.24,17%,0%,1,5%,11%,134.8,5,687," 3,597,924,556.00 ",0.86%,159%,3.15,2%,0%,1,7%,13%,151.77,1,705," 3,441,496,636.00 ",0.84%,93%,2.36,0%,0%,1,9%,9%,121.95,5,694," 3,459,446,905.00 ",0.77%,275%,4.28,9%,0%,1,6%,7%,111.93,0,697," 3,100,903,448.00 ",1.49%,196%,0,4%,0%,0,5%,7%,109.51,0,700," 2,920,431,005.00 ",1.48%,622%,0,17%,0%,0,5%,9%,102.55,0,692," 2,306,405,557.00 ",1.81%,188%,0,4%,0%,0,6%,9%,101.88,0,690," 2,145,110,731.00 ",1.65%,356%,0,12%,0%,0,5%,10%,103.37,0,688," 1,796,998,927.00 ",2.24%,276%,0,8%,0%,0,7%,10%,101.78,0,681," 1,569,025,200.00 ",2.44%,333%,0,4%,0%,0,7%,13%,103.78,0,727," 1,370,043,604.00 ",2.51%,466%,0,12%,0%,0,7%,10%,101.78
1708,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,116," 56,256,459.00 ",0.34%,292%,3.1,9%,0%,1,5%,11%,134.8,1,113," 50,758,624.00 ",0.36%,1150%,2.48,10%,0%,5,7%,13%,151.77,1,108," 43,832,147.00 ",0.51%,1274%,2.56,9%,0%,5,9%,9%,121.95,1,116," 37,921,739.00 ",0.29%,1723%,2.72,100%,0%,5,6%,7%,111.93,0,101," 34,067,868.00 ",0.30%,115%,0,10%,0%,0,5%,7%,109.51,0,97," 33,336,129.00 ",0.44%,793%,0,10%,0%,0,5%,9%,102.55,0,99," 28,734,492.00 ",0.33%,362%,0,10%,0%,0,6%,9%,101.88,0,93," 25,247,754.00 ",0.68%,166%,0,10%,1%,0,5%,10%,103.37,0,95," 23,527,875.00 ",0.48%,1044%,0,10%,1%,0,7%,10%,101.78,0,107," 19,730,224.00 ",0.38%,402%,0,13%,1%,0,7%,13%,103.78,0,111," 16,510,511.00 ",0.54%,222%,0,12%,1%,0,7%,10%,101.78
1711,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,0," 916,563,548.00 ",0.29%,169%,1.52,12%,0%,1,5%,11%,134.8,1,1252," 856,603,521.00 ",0.31%,174%,2.37,10%,0%,5,7%,13%,151.77,1,1081," 800,756,907.00 ",0.33%,266%,2.45,10%,0%,5,9%,9%,121.95,1,715," 723,686,978.00 ",0.35%,171%,2.67,10%,0%,5,6%,7%,111.93,0,1092," 674,128,121.00 ",0.35%,181%,0,10%,0%,0,5%,7%,109.51,0,1054," 624,903,632.00 ",0.37%,355%,0,10%,0%,0,5%,9%,102.55,0,0," 548,941,173.00 ",0.39%,161%,0,10%,0%,0,6%,9%,101.88,0,0," 512,621,925.00 ",0.41%,261%,0,10%,0%,0,5%,10%,103.37,0,849," 453,864,498.00 ",0.43%,214%,0,10%,0%,0,7%,10%,101.78,0,0," 406,059,937.00 ",0.46%,242%,0,13%,0%,0,7%,13%,103.78,,,,,,,,,,,,
1713,Active,Defined Contribution,Pension Scheme,Both Segregated and Guaranteed funds,1,6678," 7,040,626,396.00 ",0.49%,406%,2.95,15%,1%,1,5%,11%,134.8,5,5507," 5,934,880,296.00 ",0.68%,116%,2.81,0%,0%,5,7%,13%,151.77,5,5428," 5,881,957,892.00 ",0.65%,158%,3.12,1%,0%,1,9%,9%,121.95,5,5083," 5,724,637,517.00 ",0.69%,283%,3.48,10%,0%,1,6%,7%,111.93,0,5183," 5,131,568,994.00 ",0.76%,148%,0,5%,0%,0,5%,7%,109.51,0,5302," 4,930,089,090.00 ",0.83%,372%,0,12%,0%,0,5%,9%,102.55,0,5398," 4,238,558,803.00 ",0.88%,238%,0,6%,0%,0,6%,9%,101.88,0,5533," 3,908,556,485.00 ",0.82%,463%,0,15%,0%,0,5%,10%,103.37,0,5616," 3,261,368,370.00 ",1.20%,260%,0,7%,0%,0,7%,10%,101.78,0,5720," 2,966,614,917.00 ",1.01%,215%,0,0%,0%,0,7%,13%,103.78,,,,,,,,,,,,
1714,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,100," 53,573,370.00 ",0.91%,290%,2.24,11%,0%,1,5%,11%,134.8,1,99," 46,568,762.00 ",0.66%,705%,2.48,9%,0%,5,7%,13%,151.77,1,98," 39,000,640.00 ",0.36%,1149%,2.48,6%,0%,5,9%,9%,121.95,1,56," 32,842,731.00 ",0.57%,161%,2.64,9%,0%,5,6%,7%,111.93,0,100," 30,177,027.00 ",0.26%,108%,0,8%,0%,0,5%,7%,109.51,0,100," 29,889,263.00 ",0.35%,99%,0,9%,0%,0,5%,9%,102.55,0,83," 29,959,757.00 ",0.53%,53%,0,9%,0%,0,6%,9%,101.88,0,58," 35,312,886.00 ",0.44%,150%,0,9%,0%,0,5%,10%,103.37,0,88," 33,112,077.00 ",0.16%,2157%,0,8%,0%,0,7%,10%,101.78,0,66," 27,292,395.00 ",0.18%,295%,0,7%,0%,0,7%,13%,103.78,0,82," 23,948,069.00 ",0.36%,110%,0,11%,0%,0,7%,10%,101.78
1715,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,274," 407,031,121.00 ",0.21%,135%,3.03,11%,0%,1,5%,11%,134.8,1,280," 381,973,693.00 ",0.26%,324%,2.38,9%,0%,5,7%,13%,151.77,1,236," 322,227,789.00 ",0.22%,331%,2.38,9%,0%,5,9%,9%,121.95,1,208," 272,440,722.00 ",0.21%,145%,2.64,9%,0%,5,6%,7%,111.93,0,116," 251,705,055.00 ",0.21%,1123%,0,8%,0%,0,5%,7%,109.51,0,114," 197,236,297.00 ",0.24%,714%,0,9%,0%,0,5%,9%,102.55,0,152," 139,475,000.00 ",0.00%,1397%,0,8%,0%,0,6%,9%,101.88,0,80," 100,986,153.00 ",0.00%,1356%,0,9%,0%,0,5%,10%,103.37,0,84," 75,816,521.00 ",0.00%,1165%,0,8%,0%,0,7%,10%,101.78,0,105," 58,052,466.00 ",0.00%,1108%,0,9%,0%,0,7%,13%,103.78,0,0," 43,115,929.00 ",0.00%,525%,0,11%,0%,0,7%,10%,101.78
1716,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,1527," 1,397,506,357.00 ",0.68%,700%,2.4,10%,0%,1,5%,11%,134.8,5,1402," 1,086,002,324.00 ",0.69%,1034%,3.27,9%,0%,5,7%,13%,151.77,1,1261," 858,895,608.00 ",0.72%,506%,2.47,8%,0%,5,9%,9%,121.95,1,1921," 704,178,822.00 ",0.79%,486%,2.67,9%,0%,5,6%,7%,111.93,0,1073," 568,270,181.00 ",0.79%,328%,0,8%,0%,0,5%,7%,109.51,0,1642," 463,883,418.00 ",0.84%,617%,0,8%,0%,0,5%,9%,102.55,0,891," 350,835,220.00 ",0.76%,642%,0,7%,0%,0,6%,9%,101.88,0,740," 268,493,530.00 ",0.60%,1028%,0,9%,0%,0,5%,10%,103.37,0,618," 190,972,589.00 ",0.83%,277%,0,7%,0%,0,7%,10%,101.78,0,483," 155,507,497.00 ",1.04%,259%,0,7%,0%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1717,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,2355," 906,871,574.09 ",0.46%,228%,3.02,10%,0%,1,5%,11%,134.8,1,2222," 737,779,497.00 ",0.35%,173%,2.48,9%,0%,5,7%,13%,151.77,1,1978," 603,926,113.00 ",0.41%,189%,2.48,9%,0%,5,9%,9%,121.95,1,551," 486,241,977.17 ",0.40%,114%,2.66,8%,0%,5,6%,7%,111.93,0,404," 355,718,338.00 ",0.48%,74%,0,7%,0%,0,5%,7%,109.51,0,484," 239,017,081.00 ",0.46%,42%,0,7%,0%,0,5%,9%,102.55,0,384," 95,157,395.00 ",0.00%,119%,0,8%,0%,0,6%,9%,101.88,0,282," 46,506,065.00 ",0.00%,1312%,0,9%,0%,0,5%,10%,103.37,0,225," 32,572,938.00 ",0.00%,2276%,0,8%,0%,0,7%,10%,101.78,0,0," 21,094,886.00 ",0.00%,1515%,0,9%,0%,0,7%,13%,103.78,0,107," 14,696,120.00 ",0.00%,386%,0,9%,0%,0,7%,10%,101.78
1718,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,100," 195,995,890.00 ",0.23%,935%,1.4,10%,0%,1,5%,11%,134.8,1,101," 161,344,260.00 ",0.25%,2128%,2.27,9%,0%,5,7%,13%,151.77,1,104," 131,639,833.00 ",0.20%,628%,2.27,8%,0%,5,9%,9%,121.95,1,103," 110,020,305.00 ",0.20%,4933%,2.64,8%,0%,5,6%,7%,111.93,0,103," 88,082,903.00 ",0.20%,1614%,0,7%,0%,0,5%,7%,109.51,0,99," 70,849,747.00 ",0.20%,1420%,0,8%,0%,0,5%,9%,102.55,0,72," 55,602,475.00 ",0.20%,206%,0,7%,0%,0,6%,9%,101.88,0,77," 49,027,119.00 ",0.20%,262%,0,10%,0%,0,5%,10%,103.37,0,69," 30,153,877.00 ",0.15%,456%,0,7%,0%,0,7%,10%,101.78,0,69," 30,153,877.00 ",0.15%,456%,0,7%,0%,0,7%,13%,103.78,0,69," 23,199,528.00 ",0.15%,520%,0,10%,0%,0,7%,10%,101.78
172,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,133," 111,712,171.00 ",0.27%,46%,2.98,12%,0%,1,5%,11%,134.8,1,142," 139,224,362.00 ",0.25%,289%,2.54,9%,0%,5,7%,13%,151.77,1,157," 120,410,849.00 ",0.26%,294%,2.46,6%,0%,5,9%,9%,121.95,1,0," 106,049,652.00 ",0.26%,97%,2.72,8%,0%,5,6%,7%,111.93,0,176," 106,652,920.00 ",0.40%,216%,0,6%,0%,0,5%,7%,109.51,0,185," 95,227,452.00 ",0.57%,354%,0,11%,0%,0,5%,9%,102.55,0,176," 71,666,386.00 ",0.58%,190%,0,7%,0%,0,6%,9%,101.88,0,157," 61,955,901.00 ",0.69%,145%,0,3%,0%,0,5%,10%,103.37,0,227," 57,366,555.00 ",0.66%,46%,0,11%,0%,0,7%,10%,101.78,0,184," 78,248,049.00 ",0.54%,252%,0,11%,0%,0,7%,13%,103.78,0,160," 66,449,629.00 ",0.68%,38%,0,6%,0%,0,7%,10%,101.78
1720,Active,Defined Contribution,Provident Fund,Segregated funds,5,1545," 4,073,828,613.00 ",0.75%,524%,3.82,21%,0%,1,5%,11%,134.8,5,1494," 3,010,060,734.00 ",0.85%,163%,3.22,2%,0%,1,7%,13%,151.77,5,2054," 2,819,026,924.00 ",0.81%,225%,3.22,4%,0%,5,9%,9%,121.95,5,1326," 2,572,526,834.00 ",0.77%,223%,3.28,10%,0%,1,6%,7%,111.93,0,1072," 2,306,998,784.00 ",0.76%,185%,0,8%,0%,0,5%,7%,109.51,0,996," 2,107,982,312.00 ",0.78%,187%,0,14%,0%,0,5%,9%,102.55,0,996," 1,863,225,398.00 ",0.79%,193%,0,8%,0%,0,6%,9%,101.88,0,786," 1,691,731,989.00 ",0.80%,233%,0,15%,0%,0,5%,10%,103.37,0,773," 1,445,741,051.00 ",0.81%,225%,0,7%,0%,0,7%,10%,101.78,0,726," 1,293,675,587.00 ",0.87%,99%,0,2%,0%,0,7%,13%,103.78,0,0," 1,295,414,929.00 ",0.87%,223%,0,13%,0%,0,7%,10%,101.78
